invoice_id,order_id,account_id,tenant_id,invoice_date,due_date,amount,amount_paid,status
INV-2385,SO-2385,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-04-25,2026-05-25,212861.58,212861.58,paid
INV-2386,SO-2386,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-03-31,2026-04-30,61434.31,61434.31,paid
INV-2387,SO-2387,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-03-06,2026-04-05,101939.36,101939.36,paid
INV-2388,SO-2388,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-02-09,2026-03-11,17880.25,17880.25,paid
INV-2389,SO-2389,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2026-01-15,2026-02-14,60488.05,60488.05,paid
INV-2390,SO-2390,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2025-12-21,2026-01-20,81974.73,81974.73,paid
INV-2391,SO-2391,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2025-11-26,2025-12-26,121438.01,121438.01,paid
INV-2392,SO-2392,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,2025-11-01,2025-12-01,32743.9,32743.9,paid
INV-2393,SO-2393,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-07-27,2026-08-26,158421.86,0,outstanding
INV-2394,SO-2394,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-06-30,2026-07-30,140285.99,140285.99,paid
INV-2395,SO-2395,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-06-03,2026-07-03,100660.39,100660.39,paid
INV-2396,SO-2396,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-05-07,2026-06-06,142684.73,142684.73,paid
INV-2397,SO-2397,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-04-10,2026-05-10,138114.87,138114.87,paid
INV-2398,SO-2398,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-03-14,2026-04-13,130860.08,130860.08,paid
INV-2399,SO-2399,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-02-15,2026-03-17,130904.61,130904.61,paid
INV-2400,SO-2400,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2026-01-19,2026-02-18,61700.03,61700.03,paid
INV-2401,SO-2401,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2025-12-23,2026-01-22,278010.41,278010.41,paid
INV-2402,SO-2402,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2025-11-26,2025-12-26,63386.59,63386.59,paid
INV-2403,SO-2403,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2025-10-30,2025-11-29,113409.92,113409.92,paid
INV-2404,SO-2404,1315321f-4004-8a33-cbaa-9bc193174212,sai-ke,2025-10-03,2025-11-02,97901.13,97901.13,paid
INV-2405,SO-2405,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-08-04,2026-09-03,131642.15,0,outstanding
INV-2406,SO-2406,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-07-06,2026-08-05,141971.45,141971.45,paid
INV-2407,SO-2407,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-06-07,2026-07-07,182642.71,182642.71,paid
INV-2408,SO-2408,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-05-09,2026-06-08,219003.09,219003.09,paid
INV-2409,SO-2409,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-04-10,2026-05-10,46809.53,46809.53,paid
INV-2410,SO-2410,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-03-12,2026-04-11,35458.18,35458.18,paid
INV-2411,SO-2411,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-02-11,2026-03-13,110645.21,110645.21,paid
INV-2412,SO-2412,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2026-01-13,2026-02-12,100451.13,100451.13,paid
INV-2413,SO-2413,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2025-12-15,2026-01-14,103882.7,103882.7,paid
INV-2414,SO-2414,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2025-11-16,2025-12-16,67812.86,67812.86,paid
INV-2415,SO-2415,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2025-10-18,2025-11-17,16222.66,16222.66,paid
INV-2416,SO-2416,fb46e631-53ee-c623-c4d2-c4d0ffb7b162,sai-ke,2025-09-19,2025-10-19,207726.86,207726.86,paid
INV-2417,SO-2417,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-08-06,2026-09-05,58121.35,0,outstanding
INV-2418,SO-2418,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-07-05,2026-08-04,147550.56,147550.56,paid
INV-2419,SO-2419,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-06-03,2026-07-03,75663.34,75663.34,paid
INV-2420,SO-2420,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-05-02,2026-06-01,21493.78,21493.78,paid
INV-2421,SO-2421,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-03-31,2026-04-30,109915.77,109915.77,paid
INV-2422,SO-2422,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-02-27,2026-03-29,122747.46,122747.46,paid
INV-2423,SO-2423,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2026-01-26,2026-02-25,115308.58,115308.58,paid
INV-2424,SO-2424,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2025-12-25,2026-01-24,84121.56,84121.56,paid
INV-2425,SO-2425,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2025-11-23,2025-12-23,74524.23,74524.23,paid
INV-2426,SO-2426,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2025-10-22,2025-11-21,66590.83,66590.83,paid
INV-2427,SO-2427,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2025-09-20,2025-10-20,99200.35,99200.35,paid
INV-2428,SO-2428,3da496f2-6c68-6255-d3b3-12e2087ce75e,sai-ke,2025-08-19,2025-09-18,182557.47,182557.47,paid
INV-2429,SO-2429,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-07-27,2026-08-26,132608.88,0,outstanding
INV-2430,SO-2430,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-06-30,2026-07-30,170971.34,170971.34,paid
INV-2431,SO-2431,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-06-03,2026-07-03,126982.97,126982.97,paid
INV-2432,SO-2432,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-05-07,2026-06-06,154214.34,154214.34,paid
INV-2433,SO-2433,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-04-10,2026-05-10,100243.46,100243.46,paid
INV-2434,SO-2434,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-03-14,2026-04-13,97996.17,97996.17,paid
INV-2435,SO-2435,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-02-15,2026-03-17,173897.73,173897.73,paid
INV-2436,SO-2436,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2026-01-19,2026-02-18,58501.98,58501.98,paid
INV-2437,SO-2437,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2025-12-23,2026-01-22,114835.2,114835.2,paid
INV-2438,SO-2438,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2025-11-26,2025-12-26,56723.16,56723.16,paid
INV-2439,SO-2439,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2025-10-30,2025-11-29,151945.95,151945.95,paid
INV-2440,SO-2440,8af13860-9fc0-2d32-e476-bd13a289d846,sai-ke,2025-10-03,2025-11-02,164138.93,164138.93,paid
INV-2441,SO-2441,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-08-02,2026-09-01,99113.51,0,outstanding
INV-2442,SO-2442,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-07-04,2026-08-03,56562.7,56562.7,paid
INV-2443,SO-2443,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-06-05,2026-07-05,81245.82,81245.82,paid
INV-2444,SO-2444,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-05-07,2026-06-06,119113.34,119113.34,paid
INV-2445,SO-2445,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-04-08,2026-05-08,152074.77,152074.77,paid
INV-2446,SO-2446,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-03-10,2026-04-09,105467.87,105467.87,paid
INV-2447,SO-2447,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-02-09,2026-03-11,53320.04,53320.04,paid
INV-2448,SO-2448,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2026-01-11,2026-02-10,55982.4,55982.4,paid
INV-2449,SO-2449,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2025-12-13,2026-01-12,88310.46,88310.46,paid
INV-2450,SO-2450,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2025-11-14,2025-12-14,33847.4,33847.4,paid
INV-2451,SO-2451,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2025-10-16,2025-11-15,70335.03,70335.03,paid
INV-2452,SO-2452,368f908c-6cf2-b82d-fbca-fd0bbd84b4df,sai-ke,2025-09-17,2025-10-17,159230.79,159230.79,paid
INV-2453,SO-2453,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-08-07,2026-09-06,83339.64,0,outstanding
INV-2454,SO-2454,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-07-10,2026-08-09,240967.54,0,outstanding
INV-2455,SO-2455,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-06-12,2026-07-12,109645.96,109645.96,paid
INV-2456,SO-2456,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-05-15,2026-06-14,67913.89,67913.89,paid
INV-2457,SO-2457,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-04-17,2026-05-17,145972.78,145972.78,paid
INV-2458,SO-2458,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-03-20,2026-04-19,57367.24,57367.24,paid
INV-2459,SO-2459,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-02-20,2026-03-22,171469.2,171469.2,paid
INV-2460,SO-2460,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2026-01-23,2026-02-22,147026.94,147026.94,paid
INV-2461,SO-2461,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2025-12-26,2026-01-25,168055.84,168055.84,paid
INV-2462,SO-2462,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2025-11-28,2025-12-28,116988.46,116988.46,paid
INV-2463,SO-2463,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2025-10-31,2025-11-30,52145.17,52145.17,paid
INV-2464,SO-2464,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,2025-10-03,2025-11-02,272616.67,272616.67,paid
INV-2465,SO-2465,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-08-09,2026-09-08,97516.82,0,outstanding
INV-2466,SO-2466,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-07-12,2026-08-11,169107.09,0,outstanding
INV-2467,SO-2467,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-06-14,2026-07-14,73668.89,73668.89,paid
INV-2468,SO-2468,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-05-17,2026-06-16,31996.4,31996.4,paid
INV-2469,SO-2469,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-04-19,2026-05-19,198779.91,198779.91,paid
INV-2470,SO-2470,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-03-22,2026-04-21,234167.75,234167.75,paid
INV-2471,SO-2471,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-02-22,2026-03-24,176491.27,176491.27,paid
INV-2472,SO-2472,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2026-01-25,2026-02-24,125158.43,125158.43,paid
INV-2473,SO-2473,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2025-12-28,2026-01-27,132398.69,132398.69,paid
INV-2474,SO-2474,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2025-11-30,2025-12-30,96672.15,96672.15,paid
INV-2475,SO-2475,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2025-11-02,2025-12-02,90485.79,90485.79,paid
INV-2476,SO-2476,465e4f1a-6a37-d3dc-465b-196715bda2f2,sai-ke,2025-10-05,2025-11-04,123515.47,123515.47,paid
